UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
PR,4117057.0,NOVA LARANJEIRAS,10184.3,1.028849,0.992425
PR,4117107.0,NOVA LONDRINA,8566.64,1.030398,0.983114
PR,4117206.0,NOVA OLIMPIA,8731.04,1.03024,0.988119
PR,4117214.0,NOVA SANTA BARBARA,8323.23,1.030631,0.99736
PR,4117222.0,NOVA SANTA ROSA,8795.11,1.030179,0.970931
PR,4117255.0,NOVA PRATA DO IGUACU,8818.31,1.030157,0.984373
PR,4117271.0,NOVA TEBAS,9006.3,1.029977,0.99351
PR,4117297.0,NOVO ITACOLOMI,11368.3,1.027715,0.987272
PR,4117305.0,ORTIGUEIRA,14452.8,1.024761,1.0002
PR,4117404.0,OURIZONA,12069.35,1.027043,0.973777
PR,4117453.0,OURO VERDE DO OESTE,9361.27,1.029637,0.984871
PR,4117503.0,PAICANDU,7513.33,1.031407,0.9857
PR,4117602.0,PALMAS,8589.77,1.030376,0.994065
PR,4117701.0,PALMEIRA,9233.85,1.029759,0.979051
PR,4117800.0,PALMITAL,9102.89,1.029884,1.00111
PR,4117909.0,PALOTINA,10695.6,1.028359,0.979156
PR,4118006.0,PARAISO DO NORTE,8525.91,1.030437,0.98435
PR,4118105.0,PARANACITY,8866.57,1.030111,0.988741
PR,4118204.0,PARANAGUA,14598.92,1.024621,0.988008
PR,4118303.0,PARANAPOEMA,11862.31,1.027242,0.990531
PR,4118402.0,PARANAVAI,9052.9,1.029932,0.981287
PR,4118451.0,PATO BRAGADO,8528.22,1.030435,0.974501
PR,4118501.0,PATO BRANCO,10025.45,1.029001,0.976752
PR,4118600.0,PAULA FREITAS,9897.08,1.029124,0.982919
PR,4118709.0,PAULO FRONTIN,10026.59,1.029,0.983743
PR,4118808.0,PEABIRU,9375.6,1.029623,0.985225
PR,4118857.0,PEROBAL,9026.6,1.029957,0.983669
PR,4118907.0,PEROLA,9349.11,1.029649,0.985416
PR,4119004.0,PEROLA DOESTE,9522.13,1.029483,0.982947
PR,4119103.0,PIEN,8720.14,1.030251,0.983062
PR,4119202.0,PINHALAO,8717.55,1.030253,0.991371
PR,4119251.0,PINHAL DE SAO BENTO,10111.4,1.028919,0.995318
PR,4119301.0,PINHAO,0.0,0.965,1.003292
PR,4119400.0,PIRAI DO SUL,9788.53,1.029228,0.987471
PR,4119509.0,PIRAQUARA,8671.56,1.030297,0.985707
PR,4119608.0,PITANGA,9342.03,1.029655,0.992292
PR,4119657.0,PITANGUEIRAS,11280.25,1.027799,0.985897
PR,4119707.0,PLANALTINA DO PARANA,9447.71,1.029554,0.9895
PR,4119806.0,PLANALTO,8475.78,1.030485,0.984802
PR,4119905.0,PONTA GROSSA,9388.53,1.029611,0.984909
PR,4119954.0,PONTAL DO PARANA,9993.56,1.029031,0.982351
PR,4120002.0,PORECATU,10811.74,1.028248,0.985285
PR,4120101.0,PORTO AMAZONAS,10811.15,1.028248,0.982935
PR,4120200.0,PORTO RICO,13467.46,1.025705,0.983406
PR,4120309.0,PORTO VITORIA,10415.44,1.028627,0.985353
PR,4120333.0,PRADO FERREIRA,0.0,0.965,0.987338
PR,4120358.0,PRANCHITA,8679.09,1.03029,0.983503
PR,4120507.0,PRIMEIRO DE MAIO,11891.07,1.027214,0.985509
PR,4120606.0,PRUDENTOPOLIS,9073.18,1.029913,0.996444
PR,4120705.0,QUATIGUA,8895.67,1.030083,0.983881
PR,4120804.0,QUATRO BARRAS,12014.7,1.027096,0.976291
PR,4120853.0,QUATRO PONTES,9629.67,1.02938,0.965926
PR,4120903.0,QUEDAS DO IGUACU,8171.64,1.030776,0.991484
PR,4121000.0,QUERENCIA DO NORTE,8631.31,1.030336,0.993918
PR,4121109.0,QUINTA DO SOL,9012.36,1.029971,0.990678
PR,4121208.0,QUITANDINHA,8365.79,1.03059,0.987947
PR,4121257.0,RAMILANDIA,8467.52,1.030493,0.992941
PR,4121307.0,RANCHO ALEGRE,12787.39,1.026356,0.995034
PR,4121356.0,RANCHO ALEGRE DOESTE,13200.77,1.02596,0.984303
PR,4121406.0,REALEZA,8200.43,1.030749,0.982401
PR,4121505.0,REBOUCAS,8659.69,1.030309,0.99476
PR,4121604.0,RENASCENCA,9954.51,1.029069,0.984592
PR,4121703.0,RESERVA,9014.92,1.029969,0.996826
PR,4121752.0,RESERVA DO IGUACU,8905.25,1.030074,0.997111
PR,4121802.0,RIBEIRAO CLARO,9929.79,1.029092,0.985661
PR,4121901.0,RIBEIRAO DO PINHAL,9013.92,1.02997,0.997173
PR,4122008.0,RIO AZUL,9763.42,1.029252,0.988509
PR,4122107.0,RIO BOM,11904.05,1.027202,0.995899
PR,4122156.0,RIO BONITO DO IGUACU,9173.54,1.029817,0.997334
PR,4122172.0,RIO BRANCO DO IVAI,10285.86,1.028751,0.999725
PR,4122206.0,RIO BRANCO DO SUL,9502.68,1.029501,0.993557
PR,4122404.0,ROLANDIA,9848.0,1.029171,0.982771
PR,4122503.0,RONCADOR,10002.53,1.029023,0.990507
PR,4122602.0,RONDON,9235.37,1.029757,0.986777
PR,4122651.0,ROSARIO DO IVAI,9301.0,1.029695,1.002096
PR,4122701.0,SABAUDIA,8471.22,1.030489,0.983926
PR,4122800.0,SALGADO FILHO,8995.88,1.029987,0.985449
PR,4122909.0,SALTO DO ITARARE,8769.8,1.030203,0.995997
PR,4123006.0,SALTO DO LONTRA,9308.44,1.029687,0.980766
PR,4123105.0,SANTA AMELIA,9476.38,1.029527,0.996463
PR,4123204.0,SANTA CECILIA DO PAVAO,9725.81,1.029288,0.987531
PR,4123303.0,SANTA CRUZ DE MONTE CASTELO,8335.69,1.030619,0.992764
PR,4123402.0,SANTA FE,9251.4,1.029742,0.979365
PR,4123501.0,SANTA HELENA,7995.22,1.030945,0.979572
PR,4123600.0,SANTA INES,0.0,0.965,0.991184
PR,4123709.0,SANTA ISABEL DO IVAI,9010.94,1.029972,0.987332
PR,4123808.0,SANTA IZABEL DO OESTE,9131.08,1.029857,0.98565
PR,4123824.0,SANTA LUCIA,11146.57,1.027927,0.983509
PR,4123857.0,SANTA MARIA DO OESTE,9402.76,1.029597,1.000344
PR,4123907.0,SANTA MARIANA,9483.93,1.029519,0.997891
PR,4123956.0,SANTA MONICA,8870.42,1.030107,0.996302
PR,4124004.0,SANTANA DO ITARARE,8806.67,1.030168,0.99844
PR,4124020.0,SANTA TEREZA DO OESTE,8881.65,1.030096,0.985546
PR,4124053.0,SANTA TEREZINHA DE ITAIPU,9027.98,1.029956,0.981167
PR,4124103.0,SANTO ANTONIO DA PLATINA,9388.25,1.029611,0.987687
PR,4124202.0,SANTO ANTONIO DO CAIUA,9955.84,1.029068,0.997773
PR,4124301.0,SANTO ANTONIO DO PARAISO,0.0,0.965,0.985503
PR,4124400.0,SANTO ANTONIO DO SUDOESTE,7984.68,1.030955,0.985325
PR,4124509.0,SANTO INACIO,9370.56,1.029628,0.984317
PR,4124608.0,SAO CARLOS DO IVAI,7105.4,1.031797,0.98546
PR,4124707.0,SAO JERONIMO DA SERRA,10104.85,1.028925,0.997297
PR,4124806.0,SAO JOAO,9200.64,1.029791,0.981686
PR,4124905.0,SAO JOAO DO CAIUA,8276.49,1.030676,0.996234
PR,4125001.0,SAO JOAO DO IVAI,8113.76,1.030832,0.991855
PR,4125100.0,SAO JOAO DO TRIUNFO,9899.74,1.029121,0.994615
PR,4125209.0,SAO JORGE DOESTE,9924.74,1.029097,0.983874
PR,4125308.0,SAO JORGE DO IVAI,10678.08,1.028376,0.97248
PR,4125357.0,SAO JORGE DO PATROCINIO,9468.81,1.029534,0.989116
PR,4125407.0,SAO JOSE DA BOA VISTA,10560.76,1.028488,0.996132
PR,4125456.0,SAO JOSE DAS PALMEIRAS,9883.95,1.029136,0.988121
PR,4125506.0,SAO JOSE DOS PINHAIS,9976.2,1.029048,0.977655
PR,4125555.0,SAO MANOEL DO PARANA,11939.77,1.027168,0.982359
PR,4125605.0,SAO MATEUS DO SUL,9117.86,1.02987,0.985662
PR,4125704.0,SAO MIGUEL DO IGUACU,9048.3,1.029937,0.985689
PR,4125753.0,SAO PEDRO DO IGUACU,9239.96,1.029753,0.987502
PR,4125902.0,SAO PEDRO DO PARANA,11994.95,1.027115,0.985607
PR,4126009.0,SAO SEBASTIAO DA AMOREIRA,9790.44,1.029226,0.989889
PR,4126108.0,SAO TOME,8939.08,1.030041,0.98927
PR,4126207.0,SAPOPEMA,8646.46,1.030321,0.998629
PR,4126256.0,SARANDI,8235.76,1.030715,0.986398
PR,4126272.0,SAUDADE DO IGUACU,10365.6,1.028675,0.985321
PR,4126306.0,SENGES,9076.53,1.02991,0.999901
PR,4126355.0,SERRANOPOLIS DO IGUACU,12062.08,1.02705,0.978329
PR,4126405.0,SERTANEJA,11161.1,1.027913,0.98065
PR,4126504.0,SERTANOPOLIS,10917.86,1.028146,0.983903
PR,4126603.0,SIQUEIRA CAMPOS,8370.61,1.030586,0.983115
PR,4126652.0,SULINA,11877.73,1.027227,0.987334
PR,4126678.0,TAMARANA,10143.46,1.028888,0.989835
PR,4126702.0,TAMBOARA,9861.5,1.029158,0.990604
PR,4126801.0,TAPEJARA,9106.31,1.029881,0.986646
PR,4126900.0,TAPIRA,10236.23,1.028799,0.989463
PR,4127007.0,TEIXEIRA SOARES,10251.59,1.028784,0.985567
PR,4127106.0,TELEMACO BORBA,9591.67,1.029416,0.986925
PR,4127205.0,TERRA BOA,8657.43,1.030311,0.985926
PR,4127304.0,TERRA RICA,9237.11,1.029756,0.991066
PR,4127403.0,TERRA ROXA,9669.32,1.029342,0.984929
PR,4127502.0,TIBAGI,10102.24,1.028927,0.990745
PR,4127601.0,TIJUCAS DO SUL,8873.76,1.030104,0.985629
PR,4127700.0,TOLEDO,10226.93,1.028808,0.977697
PR,4127809.0,TOMAZINA,8499.17,1.030463,0.994668
PR,4127858.0,TRES BARRAS DO PARANA,9470.64,1.029532,0.985077
PR,4127908.0,TUNEIRAS DO OESTE,9444.85,1.029557,0.990928
PR,4127957.0,TUPASSI,10674.89,1.028379,0.976558
PR,4127965.0,TURVO,9252.83,1.029741,0.997496
PR,4128005.0,UBIRATA,8577.43,1.030388,0.97967
PR,4128104.0,UMUARAMA,9922.59,1.029099,0.980886
PR,4128203.0,UNIAO DA VITORIA,9417.83,1.029583,0.984724
PR,4128302.0,UNIFLOR,12548.99,1.026584,0.988761
PR,4128401.0,URAI,0.0,0.965,0.989213
PR,4128500.0,WENCESLAU BRAZ,8966.65,1.030015,0.991082
PR,4128534.0,VENTANIA,9045.58,1.029939,0.99109
PR,4128609.0,VERE,9566.53,1.02944,0.981035
PR,4128625.0,ALTO PARAISO,12249.23,1.026871,0.995168
PR,4128633.0,DOUTOR ULYSSES,10075.27,1.028953,1.00947
PR,4128658.0,VIRMOND,10290.97,1.028747,0.991222
PR,4128708.0,VITORINO,8703.63,1.030267,0.980506
PR,4128807.0,XAMBRE,8414.26,1.030544,0.988499
RJ,3300100.0,ANGRA DOS REIS,13043.62,1.02611,0.996631
RJ,3300159.0,APERIBE,12212.73,1.026906,0.997443
RJ,3300209.0,ARARUAMA,13719.17,1.025463,0.999766
RJ,3300225.0,AREAL,10770.18,1.028288,0.993779
RJ,3300258.0,ARRAIAL DO CABO,26171.68,1.013538,0.995288
RJ,3300308.0,BARRA DO PIRAI,9925.47,1.029097,0.996051
RJ,3300407.0,BARRA MANSA,10331.32,1.028708,0.987668
RJ,3300456.0,BELFORD ROXO,6876.06,1.032017,1.006356
RJ,3300506.0,BOM JARDIM,10895.58,1.028168,0.996178
RJ,3300605.0,BOM JESUS DO ITABAPOANA,9180.5,1.02981,1.000232
RJ,3300704.0,CABO FRIO,0.0,0.965,0.996286
RJ,3300803.0,CACHOEIRAS DE MACACU,12096.57,1.027017,0.999211
RJ,3300902.0,CAMBUCI,11056.0,1.028014,1.004423
RJ,3300936.0,CARAPEBUS,16617.49,1.022688,0.993369
RJ,3300951.0,COMENDADOR LEVY GASPARIAN,10828.28,1.028232,0.991718
RJ,3301009.0,CAMPOS DOS GOYTACAZES,9856.96,1.029162,1.004591
RJ,3301108.0,CANTAGALO,13269.02,1.025895,0.997482
RJ,3301157.0,CARDOSO MOREIRA,9446.08,1.029556,1.001177
RJ,3301207.0,CARMO,0.0,0.965,0.997329
RJ,3301306.0,CASIMIRO DE ABREU,13840.73,1.025347,0.991952
RJ,3301405.0,CONCEICAO DE MACABU,9702.45,1.02931,0.999447
RJ,3301504.0,CORDEIRO,10652.6,1.0284,0.98876
RJ,3301603.0,DUAS BARRAS,0.0,0.965,0.996707
RJ,3301702.0,DUQUE DE CAXIAS,0.0,0.965,1.003313
RJ,3301801.0,ENGENHEIRO PAULO DE FRONTIN,11041.0,1.028028,0.996182
RJ,3301850.0,GUAPIMIRIM,11481.74,1.027606,0.996952
RJ,3301876.0,IGUABA GRANDE,17782.15,1.021573,0.989425
RJ,3301900.0,ITABORAI,8931.48,1.030049,0.999469
RJ,3302007.0,ITAGUAI,12560.59,1.026573,0.998691
RJ,3302056.0,ITALVA,11824.04,1.027278,0.998987
RJ,3302106.0,ITAOCARA,11011.82,1.028056,0.99691
RJ,3302205.0,ITAPERUNA,9038.15,1.029946,0.997726
RJ,3302254.0,ITATIAIA,10660.62,1.028393,0.988293
RJ,3302270.0,JAPERI,8589.12,1.030376,1.007209
RJ,3302304.0,LAJE DO MURIAE,11841.63,1.027262,1.007559
RJ,3302403.0,MACAE,19440.57,1.019984,0.995383
RJ,3302452.0,MACUCO,13236.65,1.025926,0.993825
RJ,3302502.0,MAGE,8119.79,1.030826,1.000386
RJ,3302601.0,MANGARATIBA,13888.23,1.025302,0.996174
RJ,3302700.0,MARICA,33489.21,1.00653,0.99095
RJ,3302809.0,MENDES,10164.45,1.028868,0.994706
RJ,3302858.0,MESQUITA,7655.32,1.031271,1.002002
RJ,3302908.0,MIGUEL PEREIRA,10116.49,1.028914,0.983908
RJ,3303005.0,MIRACEMA,9454.57,1.029548,1.002044
RJ,3303104.0,NATIVIDADE,11445.48,1.027641,1.000398
RJ,3303203.0,NILOPOLIS,0.0,0.965,0.999041
RJ,3303302.0,NITEROI,19902.24,1.019542,0.994608
RJ,3303401.0,NOVA FRIBURGO,9218.49,1.029774,0.986367
RJ,3303500.0,NOVA IGUACU,8831.57,1.030144,1.00503
RJ,3303609.0,PARACAMBI,10430.23,1.028613,0.993275
RJ,3303708.0,PARAIBA DO SUL,9315.16,1.029681,0.996734
RJ,3303807.0,PARATY,14637.76,1.024584,0.996936
RJ,3303856.0,PATY DO ALFERES,9472.52,1.02953,0.997892
RJ,3303906.0,PETROPOLIS,0.0,0.965,0.986448
RJ,3304003.0,PIRAI,12044.83,1.027067,0.988845
RJ,3304102.0,PORCIUNCULA,10885.29,1.028177,1.000424
RJ,3304128.0,QUATIS,9826.89,1.029191,0.990706
RJ,3304144.0,QUEIMADOS,8607.09,1.030359,1.004057
RJ,3304151.0,QUISSAMA,16563.67,1.022739,0.992078
RJ,3304201.0,RESENDE,11269.05,1.02781,0.989574
RJ,3304300.0,RIO BONITO,9171.97,1.029818,0.995359
RJ,3304409.0,RIO CLARO,14508.18,1.024708,0.993683
RJ,3304508.0,RIO DAS FLORES,11962.83,1.027145,0.994182
RJ,3304524.0,RIO DAS OSTRAS,0.0,0.965,0.985079
RJ,3304557.0,RIO DE JANEIRO,11256.1,1.027822,0.998309
RJ,3304607.0,SANTA MARIA MADALENA,12158.88,1.026958,0.992967
RJ,3304706.0,SANTO ANTONIO DE PADUA,8982.82,1.029999,0.999185
RJ,3304755.0,SAO FRANCISCO DE ITABAPOANA,9013.67,1.02997,1.003923
RJ,3304805.0,SAO FIDELIS,8955.65,1.030025,0.99821
RJ,3304904.0,SAO GONCALO,9161.16,1.029829,1.000485
RJ,3305000.0,SAO JOAO DA BARRA,17019.74,1.022303,0.999759
RJ,3305109.0,SAO JOAO DE MERITI,7470.18,1.031448,1.004299
RJ,3305133.0,SAO JOSE DE UBA,13813.81,1.025373,1.001868
RJ,3305158.0,SAO JOSE DO VALE DO RIO PRETO,9176.44,1.029814,0.990571
RJ,3305208.0,SAO PEDRO DA ALDEIA,9247.03,1.029746,0.995466
RJ,3305307.0,SAO SEBASTIAO DO ALTO,12903.88,1.026244,0.996616
RJ,3305406.0,SAPUCAIA,11114.27,1.027958,0.99234
RJ,3305505.0,SAQUAREMA,64171.21,0.977147,0.995535
RJ,3305554.0,SEROPEDICA,8436.64,1.030522,0.997132
RJ,3305604.0,SILVA JARDIM,0.0,0.965,0.999342
RJ,3305703.0,SUMIDOURO,10200.28,1.028833,1.001056
RJ,3305752.0,TANGUA,8873.37,1.030104,0.999237
RJ,3305802.0,TERESOPOLIS,9309.06,1.029687,0.987994
RJ,3306008.0,TRES RIOS,8505.09,1.030457,0.996422
RJ,3306107.0,VALENCA,8878.53,1.030099,0.992126
RJ,3306206.0,VASSOURAS,10866.55,1.028195,0.998618
RJ,3306305.0,VOLTA REDONDA,8682.1,1.030287,0.980717
RN,24.0,GOVERNO DO ESTADO,0.0,0.965,1.015054
RN,2400109.0,ACARI,7576.05,1.031347,1.008271
RN,2400208.0,ACU,8515.46,1.030447,1.013627
RN,2400406.0,AGUA NOVA,8625.43,1.030342,1.017174
RN,2400505.0,ALEXANDRIA,7268.38,1.031641,1.01492
RN,2400604.0,ALMINO AFONSO,9535.71,1.02947,1.020071
RN,2400703.0,ALTO DO RODRIGUES,8501.06,1.030461,1.008681
RN,2400802.0,ANGICOS,8534.2,1.030429,1.020967
RN,2400901.0,ANTONIO MARTINS,7533.7,1.031387,1.019518
RN,2401008.0,APODI,7857.01,1.031077,1.016245
RN,2401107.0,AREIA BRANCA,9302.41,1.029693,1.009169
RN,2401206.0,ARES,7393.27,1.031522,1.019726
RN,2401305.0,AUGUSTO SEVERO,7707.32,1.031221,1.022721
RN,2401404.0,BAIA FORMOSA,6371.9,1.0325,1.019601
RN,2401453.0,BARAUNA,7250.23,1.031659,1.021206
RN,2401503.0,BARCELONA,8430.32,1.030528,1.021267
RN,2401602.0,BENTO FERNANDES,8524.29,1.030438,1.023642
RN,2401651.0,BODO,10097.85,1.028932,1.016094
RN,2401701.0,BOM JESUS,7289.7,1.031621,1.014661
RN,2401800.0,BREJINHO,7393.38,1.031521,1.021691
RN,2401859.0,CAICARA DO NORTE,7650.87,1.031275,1.022249
RN,2401909.0,CAICARA DO RIO DO VENTO,9424.24,1.029577,1.01991
RN,2402006.0,CAICO,7921.22,1.031016,1.010558
RN,2402105.0,CAMPO REDONDO,7307.06,1.031604,1.020822
RN,2402204.0,CANGUARETAMA,6635.04,1.032248,1.021765
RN,2402303.0,CARAUBAS,7862.71,1.031072,1.016037
RN,2402402.0,CARNAUBA DOS DANTAS,6227.05,1.032638,1.007309
RN,2402501.0,CARNAUBAIS,8502.72,1.030459,1.01708
RN,2402600.0,CEARA MIRIM,7209.67,1.031697,1.020393
RN,2402709.0,CERRO CORA,7711.24,1.031217,1.013452
RN,2402808.0,CORONEL EZEQUIEL,7223.14,1.031685,1.022815
RN,2402907.0,CORONEL JOAO PESSOA,8223.63,1.030726,1.02191
RN,2403004.0,CRUZETA,6849.03,1.032043,1.011782
RN,2403103.0,CURRAIS NOVOS,8011.07,1.03093,1.011158
RN,2403202.0,DOUTOR SEVERIANO,6697.11,1.032188,1.016806
RN,2403251.0,PARNAMIRIM,0.0,0.965,1.004939
RN,2403301.0,ENCANTO,5976.35,1.032879,1.020047
RN,2403509.0,ESPIRITO SANTO,7427.36,1.031489,1.022751
RN,2403608.0,EXTREMOZ,5588.17,1.03325,1.013523
RN,2403707.0,FELIPE GUERRA,10867.18,1.028195,1.019712
RN,2403756.0,FERNANDO PEDROZA,10038.87,1.028988,1.022196
RN,2403806.0,FLORANIA,6972.03,1.031925,1.020898
RN,2403905.0,FRANCISCO DANTAS,9495.06,1.029509,1.01854
RN,2404002.0,FRUTUOSO GOMES,8571.21,1.030394,1.014975
RN,2404101.0,GALINHOS,12505.36,1.026626,1.020166
RN,2404200.0,GOIANINHA,7323.05,1.031589,1.01762
RN,2404309.0,GOVERNADOR DIX-SEPT ROSADO,9390.52,1.029609,1.022287
RN,2404408.0,GROSSOS,9143.55,1.029845,1.014346
RN,2404507.0,GUAMARE,13180.64,1.025979,1.010674
RN,2404606.0,IELMO MARINHO,6799.33,1.03209,1.025071
RN,2404705.0,IPANGUACU,8148.04,1.030799,1.020489
RN,2404804.0,IPUEIRA,8466.15,1.030494,1.01038
RN,2404853.0,ITAJA,6630.18,1.032252,1.018657
RN,2404903.0,ITAU,7342.02,1.031571,1.016313
RN,2405009.0,JACANA,7301.48,1.03161,1.018938
RN,2405108.0,JANDAIRA,9559.62,1.029447,1.022235
RN,2405207.0,JANDUIS,5569.78,1.033268,1.022966
RN,2405306.0,JANUARIO CICCO,7111.78,1.031791,1.023444
RN,2405405.0,JAPI,7633.33,1.031292,1.023811
RN,2405504.0,JARDIM DE ANGICOS,7244.06,1.031664,1.023911
RN,2405603.0,JARDIM DE PIRANHAS,7064.92,1.031836,1.021433
RN,2405702.0,JARDIM DO SERIDO,7477.05,1.031441,1.012025
RN,2405801.0,JOAO CAMARA,8393.91,1.030563,1.023628
RN,2405900.0,JOAO DIAS,9352.51,1.029645,1.022996
RN,2406007.0,JOSE DA PENHA,7102.6,1.0318,1.020698
RN,2406106.0,JUCURUTU,7743.75,1.031186,1.018701
RN,2406155.0,JUNDIA,7550.41,1.031371,1.018778
RN,2406205.0,LAGOA DANTA,7152.6,1.031752,1.020917
RN,2406304.0,LAGOA DE PEDRAS,8593.06,1.030373,1.027826
RN,2406403.0,LAGOA DE VELHOS,6762.05,1.032126,1.024336
RN,2406502.0,LAGOA NOVA,7338.09,1.031574,1.014637
RN,2406601.0,LAGOA SALGADA,7300.29,1.031611,1.022535
RN,2406700.0,LAJES,10666.62,1.028387,1.010673
RN,2406809.0,LAJES PINTADAS,7030.8,1.031869,1.022673
RN,2406908.0,LUCRECIA,8416.09,1.030542,1.010248
RN,2407005.0,LUIS GOMES,6943.09,1.031953,1.020395
RN,2407104.0,MACAIBA,7950.37,1.030988,1.017364
RN,2407203.0,MACAU,8658.38,1.03031,1.01218
RN,2407252.0,MAJOR SALES,6949.64,1.031946,1.012626
RN,2407302.0,MARCELINO VIEIRA,7832.37,1.031101,1.023085
RN,2407401.0,MARTINS,7559.97,1.031362,1.015101
RN,2407500.0,MAXARANGUAPE,7804.59,1.031128,1.020484
RN,2407609.0,MESSIAS TARGINO,7905.56,1.031031,1.024145
RN,2407708.0,MONTANHAS,7199.12,1.031708,1.022547
RN,2407807.0,MONTE ALEGRE,7159.07,1.031746,1.0163
RN,2408003.0,MOSSORO,9625.96,1.029383,1.008683
RN,2408102.0,NATAL,10960.21,1.028106,1.009037
RN,2408201.0,NISIA FLORESTA,6929.79,1.031965,1.015709
RN,2408300.0,NOVA CRUZ,7730.26,1.031199,1.022838
RN,2408409.0,OLHO DAGUA DO BORGES,7922.46,1.031015,1.018788
RN,2408508.0,OURO BRANCO,8157.28,1.03079,1.016069
RN,2408607.0,PARANA,7997.15,1.030943,1.018588
RN,2408706.0,PARAU,10896.03,1.028167,1.018161
RN,2408805.0,PARAZINHO,8346.05,1.030609,1.020685
RN,2408904.0,PARELHAS,7508.48,1.031411,1.017479
RN,2408953.0,RIO DO FOGO,7103.31,1.031799,1.019809
RN,2409100.0,PASSA E FICA,5708.25,1.033135,1.018364
RN,2409209.0,PASSAGEM,7624.89,1.0313,1.013365
RN,2409308.0,PATU,7767.81,1.031163,1.019468
RN,2409332.0,SANTA MARIA,5854.11,1.032996,1.022702
RN,2409407.0,PAU DOS FERROS,7327.95,1.031584,1.01132
RN,2409506.0,PEDRA GRANDE,8544.57,1.030419,1.01909
RN,2409605.0,PEDRA PRETA,10612.22,1.028439,1.023369
RN,2409704.0,PEDRO AVELINO,8680.57,1.030289,1.029358
RN,2409803.0,PEDRO VELHO,0.0,0.965,1.0206
RN,2409902.0,PENDENCIAS,9448.38,1.029553,1.018668
RN,2410009.0,PILOES,9668.99,1.029342,1.016333
RN,2410108.0,POCO BRANCO,8197.65,1.030751,1.024129
RN,2410207.0,PORTALEGRE,7594.86,1.031329,1.012867
RN,2410256.0,PORTO DO MANGUE,9408.48,1.029592,1.016562
RN,2410306.0,PRESIDENTE JUSCELINO,6534.59,1.032344,1.022414
RN,2410405.0,PUREZA,7805.39,1.031127,1.021783
RN,2410504.0,RAFAEL FERNANDES,0.0,0.965,1.020065
RN,2410603.0,RAFAEL GODEIRO,7694.39,1.031233,1.01827
RN,2410702.0,RIACHO DA CRUZ,8151.76,1.030795,1.011151
RN,2410801.0,RIACHO DE SANTANA,7311.93,1.031599,1.015885
RN,2410900.0,RIACHUELO,7225.68,1.031682,1.024315
RN,2411007.0,RODOLFO FERNANDES,7565.02,1.031357,1.018771
RN,2411056.0,TIBAU,11505.29,1.027584,1.015263
RN,2411106.0,RUY BARBOSA,8329.68,1.030625,1.017253
RN,2411205.0,SANTA CRUZ,7161.61,1.031743,1.020365
RN,2411403.0,SANTANA DO MATOS,8087.93,1.030856,1.022035
RN,2411429.0,SANTANA DO SERIDO,9247.05,1.029746,1.013872
RN,2411502.0,SANTO ANTONIO,7929.11,1.031008,1.022087
RN,2411601.0,SAO BENTO DO NORTE,9784.84,1.029231,1.019933
RN,2411700.0,SAO BENTO DO TRAIRI,7084.79,1.031817,1.022813
RN,2411809.0,SAO FERNANDO,6932.96,1.031962,1.019836
RN,2411908.0,SAO FRANCISCO DO OESTE,7750.37,1.03118,1.018847
RN,2412005.0,SAO GONCALO DO AMARANTE,7455.07,1.031462,1.015179
RN,2412104.0,SAO JOAO DO SABUGI,7384.76,1.03153,1.008835
RN,2412203.0,SAO JOSE DE MIPIBU,6408.04,1.032465,1.01618
RN,2412302.0,SAO JOSE DO CAMPESTRE,5526.84,1.033309,1.025041
RN,2412401.0,SAO JOSE DO SERIDO,7752.01,1.031178,1.009755
RN,2412500.0,SAO MIGUEL,7149.76,1.031755,1.017488
RN,2412559.0,SAO MIGUEL DO GOSTOSO,7816.01,1.031117,1.019891
RN,2412609.0,SAO PAULO DO POTENGI,6657.71,1.032226,1.019778
RN,2412708.0,SAO PEDRO,7021.24,1.031878,1.022642
RN,2412807.0,SAO RAFAEL,10052.11,1.028975,1.020355
RN,2412906.0,SAO TOME,7402.88,1.031512,1.024339
RN,2413003.0,SAO VICENTE,8189.82,1.030759,1.010625
RN,2413102.0,SENADOR ELOI DE SOUZA,7681.71,1.031245,1.022482
RN,2413201.0,SENADOR GEORGINO AVELINO,7900.69,1.031036,1.022475
RN,2413300.0,SERRA DE SAO BENTO,6951.33,1.031945,1.020074
RN,2413359.0,SERRA DO MEL,7656.76,1.031269,1.016168
RN,2413508.0,SERRINHA,7350.25,1.031563,1.02456
RN,2413557.0,SERRINHA DOS PINTOS,6533.62,1.032345,1.014938
RN,2413607.0,SEVERIANO MELO,7385.5,1.031529,1.018067
RN,2413706.0,SITIO NOVO,6363.8,1.032507,1.018852
RN,2413805.0,TABOLEIRO GRANDE,8722.89,1.030248,1.018234
RN,2413904.0,TAIPU,7293.89,1.031617,1.027879
RN,2414001.0,TANGARA,7205.02,1.031702,1.018753
RN,2414100.0,TENENTE ANANIAS,6711.7,1.032174,1.016863
RN,2414159.0,TENENTE LAURENTINO CRUZ,6935.26,1.03196,1.016776
RN,2414209.0,TIBAU DO SUL,8157.88,1.030789,1.015746
RN,2414308.0,TIMBAUBA DOS BATISTAS,9080.18,1.029906,1.015227
RN,2414407.0,TOUROS,6754.31,1.032134,1.023145
RN,2414456.0,TRIUNFO POTIGUAR,8442.32,1.030517,1.026401
RN,2414506.0,UMARIZAL,7154.65,1.03175,1.023976
